city,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
南京市,69.07183333333334,60.42505952380954,68.94883333333334,15.544333333333332,39.60875000000001,20.475,30.778
常州市,69.10166666666667,56.17123015873017,69.10166666666667,14.036666666666669,50.871527777777786,22.22222222222222,29.951111111111103
无锡市,71.680625,60.52535714285714,71.20425000000002,15.2315,59.309375,22.675,30.920000000000005
马鞍山市,56.92375,54.63191964285715,56.8878125,9.46125,28.33359375,17.90625,32.8621875
汉中市,45.207075702075706,43.84532967032967,43.97170940170941,12.29418803418804,10.478098290598286,15.991452991452991,33.502735042735054
南阳市,61.78058695652177,57.48403726708073,61.57965217391307,14.161913043478268,20.11358695652174,19.75,45.96604347826087
滁州市,76.56893442622952,73.12069672131146,74.17950819672134,16.048688524590172,45.17540983606556,19.602459016393443,40.84295081967216
镇江市,82.29266666666668,61.09,82.29266666666668,23.25333333333333,54.35833333333333,24.016666666666666,27.39466666666667
果洛藏族自治州,45.92346354166665,18.556205357142865,13.58237499999999,2.113437499999999,0.9215624999999988,3.71796875,45.92346354166665
陇南市,43.4598878394333,36.37674144037782,43.38239669421488,14.62446280991736,8.98388429752066,13.266528925619834,36.08719008264461
驻马店市,67.37074626865669,64.17742537313433,66.30522388059701,16.801940298507468,25.30802238805969,18.95149253731343,42.37985074626866
南通市,79.44493243243244,68.89594594594594,77.9831081081081,11.601081081081082,23.585810810810816,11.135135135135137,43.03067567567567
阜阳市,64.30472222222222,60.28547619047618,63.71111111111112,17.131555555555547,26.09222222222222,17.961111111111112,37.13433333333334
泰州市,87.70520833333335,65.78020833333333,87.70520833333335,17.20208333333333,37.92864583333334,18.5625,38.289791666666666
Pithoragarh,34.81,5.271428571428571,3.99,0.53,1.2875,2.5,34.81
淮南市,63.27944444444446,51.45873015873016,63.27944444444446,21.32444444444444,36.95,18.83333333333333,40.45
扬州市,89.68724137931034,65.20991379310345,89.68724137931034,20.43068965517241,36.9573275862069,21.155172413793103,34.571724137931035
甘南藏族自治州,46.98788033395176,43.79148886827457,39.80668831168832,10.188181818181818,3.960551948051948,12.613636363636363,44.91808441558443
商洛市,55.657134831460674,55.248033707865176,54.6997191011236,12.138089887640447,11.64887640449438,20.140449438202246,39.89337078651685
海西蒙古族藏族自治州,47.32556491037478,20.881412275936977,14.913623574144504,0.8381520912547544,0.3388307984790871,3.0043726235741444,46.211878326996185
亳州市,72.66493421052633,67.97269736842105,72.04171052631581,20.211842105263155,32.48453947368421,18.151315789473685,40.78868421052632
蚌埠市,73.41861111111112,69.06064814814816,73.41851851851852,17.47037037037037,47.22407407407408,18.53703703703704,43.31203703703703
平顶山市,78.01507352941178,78.01507352941178,72.98735294117647,21.555000000000003,35.08933823529412,24.97058823529412,45.74215686274511
周口市,83.36528301886794,83.09339622641511,77.11547169811323,21.49754716981132,33.66226415094339,24.29245283018868,38.75462264150944
淮安市,88.99568181818178,67.16477272727273,88.99568181818178,14.255681818181824,32.09346590909091,21.289772727272727,39.03886363636363
Chamoli,35.745,5.228571428571429,3.85,0.44,1.9,2.75,35.745
盐城市,73.85443181818182,65.19753787878788,72.01787878787877,6.465757575757574,15.037121212121216,11.454545454545457,45.605984848484844
